thread_queue_rank,thread_score,staging_label,recommended_action,coder_packet_hint,run_id,run_in_selected_freeze,channel_niche,channel_id,video_id,video_url,title,published_at,comment_db_id,comment_rank,like_count,reply_count,annotation_count,coder_count,has_disagreement,rule_skepticism,rule_proof_demand,comment_ai_signal,video_ai_signal,historical_skeptic_channel,channel_resolved_n,channel_skepticism_rate,channel_skeptic_or_proof_rate,heuristic_language,low_info_noise,selection_reasons,cleaned_text
302,4.42643080608009,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Beauty,UCzTKskwIc_-a0cGvCXA848Q,cwWE2na-UOY,https://www.youtube.com/watch?v=cwWE2na-UOY,temporary GLITTER eye tattoos?! 🫢👀✨,2025-12-21T18:33:13Z,6989,7,385,2,0,0,0,1,0,0,0,0,20,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; higher engagement,"I like her. She's very real about her review. No exaggeration, no cap, just the truth. ❤"
303,4.4,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,24,1,Beauty,UCPtRWUbBcPkEjbexT2jiCuA,inunVc-GdgU,https://www.youtube.com/watch?v=inunVc-GdgU,MALE INSTACART SHOPPERS KEEP RUINING THEIR REPUTATION… #instacart #disappointing #outrage,2025-04-25T12:21:17Z,30907,1,3741,26,1,1,0,0,0,0,0,1,106,0.18867924528301888,0.18867924528301888,english_or_other_latin,0,top-ranked comment; historically skepticism-rich channel; higher engagement,These people are just trolling at this point. When has Walmart ever not have chicken drumsticks?
304,4.4,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Beauty,UC2GUcyD6KYjmU_ofQtPTSSA,9oyn1T-xmik,https://www.youtube.com/watch?v=9oyn1T-xmik,Beauty Brands I’ll NEVER Support Again (After These Scandals!!),2026-02-22T19:30:00Z,9867,1,3055,41,0,0,0,0,0,0,0,1,20,0.85,0.85,english_or_other_latin,0,top-ranked comment; historically skepticism-rich channel; higher engagement,"Please dont stop talking about james charles, its baffling how he's still so popular especially after Ethan Rhett came out with his story"
305,4.4,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Beauty,UC2GUcyD6KYjmU_ofQtPTSSA,2psbbrLyKso,https://www.youtube.com/watch?v=2psbbrLyKso,Did P.Louise Exploit a Child Influencer With a $54K Party!?,2026-02-25T20:30:00Z,9807,1,2580,21,0,0,0,0,0,0,0,1,20,0.85,0.85,english_or_other_latin,0,top-ranked comment; historically skepticism-rich channel; higher engagement,Child influencer shouldn't be a thing
306,4.4,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Beauty,UC2GUcyD6KYjmU_ofQtPTSSA,aRwzyBRYZCU,https://www.youtube.com/watch?v=aRwzyBRYZCU,TARTE wants you to HATE THEM! | Another brand trip fail,2026-02-18T20:30:00Z,9947,1,1563,25,0,0,0,0,0,0,0,1,20,0.85,0.85,english_or_other_latin,0,top-ranked comment; historically skepticism-rich channel; higher engagement,I do not understand what getting shitfaced for a week on a beach has to do with makeup and skincare.
307,4.4,Exploratory candidate for validation - not paper-safe by default,validate_and_adjudicate_before_future_freeze_inclusion,Outside selected freeze runs: human coding and adjudication required before any paper-facing use.,17,0,Lifestyle,UCE4Gn00XZbpWvGUfIslT-tA,dsDcQmJHwQc,https://www.youtube.com/watch?v=dsDcQmJHwQc,The INSANE Truth About OpenAI,2025-08-22T11:34:59Z,13650,3,916,10,0,0,0,0,0,1,1,0,20,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment; higher engagement,Selwyn Raithe’s book explains exactly how companies like OpenAI ended up here chasing profit while ignoring the bigger dangers of AI.
308,4.4,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,18,1,Tech,UCbfYPyITQ-7l4upoX8nvctg,4RtUJkjrKMI,https://www.youtube.com/watch?v=4RtUJkjrKMI,Surprise Video - What A Time To Be Alive!,2026-01-31T13:45:42Z,15047,1,800,6,0,0,0,0,0,0,0,1,20,0.35,0.35,english_or_other_latin,0,top-ranked comment; historically skepticism-rich channel; higher engagement,"""The music video is great, but imagine how better it's gonna be two music videos later!"" jokes aside, love the expansion"
309,4.4,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCYO_jab_esuFRV4b17AJtAw,4NlrfOl0l8U,https://www.youtube.com/watch?v=4NlrfOl0l8U,The AI that solved IMO Geometry Problems | Guest video by @Aleph0,2025-08-17T13:02:50Z,3423,3,757,40,0,0,0,0,0,1,1,0,20,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment; higher engagement,"This is the second of five guest videos I'm doing while on leave this summer. If you like it be sure to check out the channel Aleph 0, you'll be sure to enjoy! Another project in the works for later this year is about the broader story of AI in math. If you're a researcher or a student with a noteworthy story about using a forefront tool in your work, I'd love to hear it. Feel free to share here: https://forms.gle/gr9aZVdUrW5T3yDg9"
310,4.4,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Beauty,UC2GUcyD6KYjmU_ofQtPTSSA,6sssFVr7HuI,https://www.youtube.com/watch?v=6sssFVr7HuI,Blush positioning MADE EASY! #blush #makeup #tirtir #kbeauty,2026-02-17T20:30:00Z,9967,1,599,3,0,0,0,0,0,0,0,1,20,0.85,0.85,english_or_other_latin,0,top-ranked comment; historically skepticism-rich channel; higher engagement,Yes!! Who IS checking?! So refreshing. This color analysis craze has lately rubbed off on me and has me second guessing every color choice I make. Thank you!
311,4.4,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Beauty,UC2GUcyD6KYjmU_ofQtPTSSA,-aXG8otjSc4,https://www.youtube.com/watch?v=-aXG8otjSc4,This Beauty Brand Is Fighting their Own Followers? Basma Beauty ,2026-03-04T20:30:00Z,9747,1,592,3,0,0,0,0,0,0,0,1,20,0.85,0.85,english_or_other_latin,0,top-ranked comment; historically skepticism-rich channel; higher engagement,"""Huge huge trigger warning.......this guy."" SENT ME lmaoooo. Also what the heck is on your lips?? It's literally perfect. I'm a new Patre-hun but have been lubbin the twins for 3+ years! As a brand rep and MUA for LYS beauty, we're situated near Basma, and if you're looking for a bronzer from a non-problematic, black woman owned, clean brand, look no further! I love working with this brand - best people behind the most amazing products. Would love to hear Robert's opinion on our products, especially our newest concealer with removable sponge tip!! ❤❤❤❤"
312,4.4,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Beauty,UC2GUcyD6KYjmU_ofQtPTSSA,uUzHdjDANfQ,https://www.youtube.com/watch?v=uUzHdjDANfQ,Same Product… Higher Price?! Testing Viral Beauty Dupes!,2026-02-23T20:30:00Z,9847,1,581,19,0,0,0,0,0,0,0,1,20,0.85,0.85,english_or_other_latin,0,top-ranked comment; historically skepticism-rich channel; higher engagement,“Lissen..” wakes me up like a sleeper soldier and I lissen like I’ve never lissened before. Also wow that eye look is giving me dark valentine.
313,4.4,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Beauty,UC2GUcyD6KYjmU_ofQtPTSSA,3KTapP2sVNQ,https://www.youtube.com/watch?v=3KTapP2sVNQ,The Beauty Industry Is Getting Out of Control | Things i'm done with in 2026,2026-02-16T20:30:00Z,9987,1,515,10,0,0,0,0,0,0,0,1,20,0.85,0.85,english_or_other_latin,0,top-ranked comment; historically skepticism-rich channel; higher engagement,"I can't stand it when a brand communicates using ""babe,"" ""babes,"" ""baddie""...you're a company, and I'm a customer. We're not friends."
314,4.4,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Beauty,UC2GUcyD6KYjmU_ofQtPTSSA,NHuwDL5eEYI,https://www.youtube.com/watch?v=NHuwDL5eEYI,PAINFUL lip plumper!! But is it worth it? #lipplumper #lipgloss,2026-02-12T20:30:00Z,10067,1,496,13,0,0,0,0,0,0,0,1,20,0.85,0.85,english_or_other_latin,0,top-ranked comment; historically skepticism-rich channel; higher engagement,I got it in my mouth and it like went down my throat. Lol I was screaming. I still use it lolol 😂😂
315,4.4,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Beauty,UC2GUcyD6KYjmU_ofQtPTSSA,B35qBvXlvr8,https://www.youtube.com/watch?v=B35qBvXlvr8,Why Does Every Launch Look the Same?! | Ranking New Makeup!,2026-02-15T20:30:00Z,10007,1,387,14,0,0,0,0,0,0,0,1,20,0.85,0.85,english_or_other_latin,0,top-ranked comment; historically skepticism-rich channel; higher engagement,"I’m so fed up with lip oils, lip glosses and blushes! Give us something else! How many blushes and lip oils does one need?! It’s so so boring!"
316,4.4,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,23,1,Beauty,UCmjoNYXuFHaSOBiX1w2cohA,Ubl2o1L-m1w,https://www.youtube.com/watch?v=Ubl2o1L-m1w,Hmesha yaad rakhna ki😱..#youtubeshorts,2026-01-20T17:30:10Z,28033,1,248,16,0,0,0,0,0,0,0,1,152,0.14473684210526316,0.14473684210526316,hinglish_like,0,top-ranked comment; historically skepticism-rich channel; higher engagement,Agar sab ek sath Laga la ga toh 😂
317,4.4,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,18,1,Lifestyle,UC-kc7_m0l9Wkm_c3saiWpiQ,Qg5-cRTyEfE,https://www.youtube.com/watch?v=Qg5-cRTyEfE,When Pranks Go Too Far and Turn Deadly,2025-12-28T14:03:00Z,17592,1,234,12,0,0,0,0,0,0,0,1,23,0.21739130434782608,0.21739130434782608,english_or_other_latin,0,top-ranked comment; historically skepticism-rich channel; higher engagement,This is why you shouldnt point a gun at a cop even if its a toy gun
318,4.4,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCqcbQf6yw5KzRoDDcZ_wBSw,iR_b09xcDjs,https://www.youtube.com/watch?v=iR_b09xcDjs,CLAUDE JUST GOT BANNED,2026-02-28T00:11:45Z,2822,2,208,73,0,0,0,0,0,1,1,0,3,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment; higher engagement,"This is a ""loyalty test."" The administration is making an example of Anthropic to show other AI giants that if they want to access the massive federal ""AI gold rush,"" they have to drop their ethical ""Terms of Service"" in favor of the government’s ""any lawful use"" standard."
319,4.4,Exploratory candidate for validation - not paper-safe by default,validate_and_adjudicate_before_future_freeze_inclusion,Outside selected freeze runs: human coding and adjudication required before any paper-facing use.,17,0,Tech,UCxX9wt5FWQUAAz4UrysqK9A,pJ5dLwpG0_I,https://www.youtube.com/watch?v=pJ5dLwpG0_I,Is AI Replacing Software Engineering?,2024-08-15T13:27:00Z,12453,2,180,25,0,0,0,0,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment; higher engagement,"Short answer: NO, AI is *NOT* replacing software engineering now or any time soon. AI can write boilerplate, it can solve trivial problems, it can solve leetcode problems, and even these it often screws up. Throw AI at a real-world software project (case in point, I work on a project with 25 solutions, over 800 projects, hundreds of thousands of files and millions of lines of code) and AI can do absolutely *NOTHING* with that code-base other than ensure it won't compile."
320,4.4,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCqcbQf6yw5KzRoDDcZ_wBSw,U3o5cgG105E,https://www.youtube.com/watch?v=U3o5cgG105E,AI Video Just Went TOO FAR... NOT OK!,2026-02-13T02:25:40Z,3062,2,174,23,0,0,0,0,0,1,1,0,3,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment; higher engagement,"Bro, I remember the Will Smith eating noodles Ai video like it was yesterday. The human brain truly can not comprehend exponentials."
321,4.3989426800985445,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,18,1,Tech,UCbfYPyITQ-7l4upoX8nvctg,opghSX24clM,https://www.youtube.com/watch?v=opghSX24clM,This Broke My Brain - These Humans Aren’t Real,2026-01-29T10:29:06Z,15069,3,60,8,0,0,0,0,0,0,1,1,20,0.35,0.35,english_or_other_latin,0,top-ranked comment; AI mention in video metadata; historically skepticism-rich channel; higher engagement,surely porn industry is going to pour money into the research fund of this tech XD
322,4.395178853581216,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Beauty,UCCvoAe__WFYMNAEN-C-CtYA,NQLYLZ-CQac,https://www.youtube.com/watch?v=NQLYLZ-CQac,EVERYONE WAS WRONG ABOUT THIS FOUNDATION!!!!,2026-02-17T18:00:23Z,11030,4,100,12,0,0,0,1,0,0,0,0,3,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; higher engagement,I noticed that many of the reviewers are young and not really in the demographic that Jones Road is designed for. You can’t just review without acknowledging who it’s designed for and the directions for application. Bobby Brown’s customers are essentially her peers and that’s what we want.
323,4.3949032377337796,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,18,1,Lifestyle,UC-kc7_m0l9Wkm_c3saiWpiQ,zCbn-5cSvi4,https://www.youtube.com/watch?v=zCbn-5cSvi4,When People Saved Seconds Before Death,2026-01-14T14:04:00Z,17552,1,270,9,0,0,0,0,0,0,0,1,23,0.21739130434782608,0.21739130434782608,english_or_other_latin,0,top-ranked comment; historically skepticism-rich channel; higher engagement,"The first story....he said, ""let go of my ears"" 😅 she was clinging for dear life! Wow!"
324,4.394175368834018,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,18,1,Lifestyle,UCE4Gn00XZbpWvGUfIslT-tA,Re79GF_fxik,https://www.youtube.com/watch?v=Re79GF_fxik,The World’s Most Wanted Woman,2025-05-27T11:06:04Z,17351,11,112,10,0,0,0,1,0,0,0,0,20,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; higher engagement,"I am a Bulgarian. I was invited to join the scam even before it started. I knew people who were close to R. Ignatova. I tried to explain to a friend why this stinks, but he didn't want to listen, despite he agreed with all my arguments. I saw many intelligent otherwise people to fall in the trap."
325,4.394087149163298,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,18,1,Tech,UCbfYPyITQ-7l4upoX8nvctg,opghSX24clM,https://www.youtube.com/watch?v=opghSX24clM,This Broke My Brain - These Humans Aren’t Real,2026-01-29T10:29:06Z,15068,2,78,5,0,0,0,0,0,0,1,1,20,0.35,0.35,english_or_other_latin,0,top-ranked comment; AI mention in video metadata; historically skepticism-rich channel; higher engagement,Always waiting your video. Energy in your content make me happier every time.
326,4.392745723133866,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UC2UXDak6o7rBm23k3Vv5dww,jm2jBW462bU,https://www.youtube.com/watch?v=jm2jBW462bU,Essential AI Skills For 2026,2025-12-28T18:01:10Z,4737,2,105,3,0,0,0,0,0,0,1,1,12,0.16666666666666666,0.16666666666666666,english_or_other_latin,0,top-ranked comment; AI mention in video metadata; historically skepticism-rich channel; higher engagement,"I’ve been a regular viewer of your channel for the last three years, and your videos have become an important part of my daily learning routine. I’ve seen real improvement in my skills thanks to your content. Thank you, and I look forward to more amazing videos.”"
327,4.391842879831717,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Beauty,UC2GUcyD6KYjmU_ofQtPTSSA,SIna06hx7OI,https://www.youtube.com/watch?v=SIna06hx7OI,Foundation Blending Mistake You're Making Right Now! #FOUNDATION #makeup #skincare,2026-02-24T20:30:00Z,9827,1,342,6,0,0,0,0,0,0,0,1,20,0.85,0.85,english_or_other_latin,0,top-ranked comment; historically skepticism-rich channel; higher engagement,"YES to the tutorial-style content. Do you see my comment, algorithm? 😊"
328,4.388753789954446,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,18,1,Lifestyle,UCE4Gn00XZbpWvGUfIslT-tA,Re79GF_fxik,https://www.youtube.com/watch?v=Re79GF_fxik,The World’s Most Wanted Woman,2025-05-27T11:06:04Z,17349,9,192,4,0,0,0,1,0,0,0,0,20,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; higher engagement,"The irony of the brother calling the investors unintelligent for not seeing the scam, while him being totally unaware of being scammed."
329,4.387697688198111,Exploratory candidate for validation - not paper-safe by default,validate_and_adjudicate_before_future_freeze_inclusion,Outside selected freeze runs: human coding and adjudication required before any paper-facing use.,17,0,Lifestyle,UCE4Gn00XZbpWvGUfIslT-tA,dsDcQmJHwQc,https://www.youtube.com/watch?v=dsDcQmJHwQc,The INSANE Truth About OpenAI,2025-08-22T11:34:59Z,13649,2,1662,0,0,0,0,0,0,1,1,0,20,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment; higher engagement,"It’s wild how OpenAI’s story feels less like tech innovation and more like corporate drama on steroids. Selwyn Raithe’s book digs into exactly this, how chasing profit blinds these companies to the catastrophic risks of AI. Watching this video honestly felt like a trailer for his chapters."
330,4.3871798342852015,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Beauty,UC2GUcyD6KYjmU_ofQtPTSSA,v_K5yfl2690,https://www.youtube.com/watch?v=v_K5yfl2690,"powder blush isn't dead, you're just applying it wrong #makeuphacks #makeup",2026-02-13T20:30:00Z,10047,1,274,8,0,0,0,0,0,0,0,1,20,0.85,0.85,english_or_other_latin,0,top-ranked comment; historically skepticism-rich channel; higher engagement,Not me 😂 I’ve never been able to get into the cream phase . I’m a powder lover
331,4.381791020863753,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Beauty,UC2GUcyD6KYjmU_ofQtPTSSA,7Lb5PJXwVRA,https://www.youtube.com/watch?v=7Lb5PJXwVRA,MAC are doing drugstore now??? | Roasting MACS new color correctors.,2026-03-02T20:30:00Z,9767,1,286,7,0,0,0,0,0,0,0,1,20,0.85,0.85,english_or_other_latin,0,top-ranked comment; historically skepticism-rich channel; higher engagement,"I remember MAC being THE brand you went to for fun, creative, and unique makeup. We would be excited to see what their new collections contained because it would be so unique and fun. Especially compared to the classic brands sold at department stores at the time. It’s sad that now I don’t even think of MAC at all when I’m checking out new makeup. I really hope they can go back to their roots 😌"
332,4.378470388919206,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Beauty,UCzTKskwIc_-a0cGvCXA848Q,yvN81rlFE7A,https://www.youtube.com/watch?v=yvN81rlFE7A,Louis Vuitton.. are you serious? 😳 $250 Eyeshadow + $160 Lipstick - THE TRUTH! | NikkieTutorials,2025-09-08T17:00:43Z,7179,17,262,2,0,0,0,1,0,0,0,0,20,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; higher engagement,"My mom, who usually only wears makeup for special occasions, used to have some fancy eyeshadow (I can’t remember if it was Chanel or Dior). I think the target demographic is mature women who wear makeup only occasionally, and who want high-quality products in “basic” shades. Also, people who don’t know much about makeup might not realize that, beyond a certain price point, higher cost doesn’t necessarily mean better quality."
333,4.376460912094089,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,18,1,Lifestyle,UC-kc7_m0l9Wkm_c3saiWpiQ,XyFWTqWbD9s,https://www.youtube.com/watch?v=XyFWTqWbD9s,The SCARIEST Real Videos on the INTERNET,2026-01-25T14:02:00Z,17532,1,111,27,0,0,0,0,0,0,0,1,23,0.21739130434782608,0.21739130434782608,english_or_other_latin,0,top-ranked comment; historically skepticism-rich channel; higher engagement,Who's watching from moon🥀🙂‍↕️ 👇
334,4.373673274684464,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,18,1,Tech,UCbfYPyITQ-7l4upoX8nvctg,RaNay3x0Fmk,https://www.youtube.com/watch?v=RaNay3x0Fmk,NVIDIA’s New AI: Erasing Reality,2026-02-06T14:05:24Z,15008,2,90,3,0,0,0,0,0,0,1,1,20,0.35,0.35,english_or_other_latin,0,top-ranked comment; AI mention in video metadata; historically skepticism-rich channel; higher engagement,"Thanks for highlighting another great paper, Dr. K!"
335,4.36749795123586,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Beauty,UC2GUcyD6KYjmU_ofQtPTSSA,qBAMfCg_lEQ,https://www.youtube.com/watch?v=qBAMfCg_lEQ,They have been hiding this from us!!?? New TIRTIR Blush,2025-12-27T20:30:00Z,21850,1,428,3,0,0,0,0,0,0,0,1,20,0.85,0.85,english_or_other_latin,0,top-ranked comment; historically skepticism-rich channel; higher engagement,"Robert: ""I thought our relationship was special 😢"""
336,4.360650378298996,Exploratory candidate for validation - not paper-safe by default,validate_and_adjudicate_before_future_freeze_inclusion,Outside selected freeze runs: human coding and adjudication required before any paper-facing use.,17,0,Tech,UCzL_0nIe8B4-7ShhVPfJkgw,DGGLhUt42LM,https://www.youtube.com/watch?v=DGGLhUt42LM,"João Moura on Multi-Agent Systems, Autonomous Workflows & AI Entrepreneurship | Ep 09",2026-03-05T20:00:08Z,12573,1,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment,A clear view of AI agents in the real world and the problems that come with deploying them in businesses. Multi agent systems are going in an exciting direction. We are making progress in AI driven data annotation and smart workflow automation at Lifewood BG all over the world.
337,4.360650378298996,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UCGtXqPiNV8YC0GMUzY-EUFg,5qXKz6e5DPw,https://www.youtube.com/watch?v=5qXKz6e5DPw,Why This Is the Easiest Way to Make Money With ChatGPT Right Now,2026-02-02T15:55:27Z,19672,1,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment,So you created what is already everywhere in today’s market.. Gemini ChatGPT and multiple other billion dollar Image generating platforms. Why would I choose your platform over a giant and well established mega giant like Gemini? This is a honest question I’m just asking the question that other will ask.
338,4.360650378298996,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,22,1,Tech,UCHLGD4A8GjwGlbxtgo8cvWw,mCceYzLFRyg,https://www.youtube.com/watch?v=mCceYzLFRyg,“ToMoviee Studio: The Ultimate AI Video Creator You NEED to Try Full Step by Step Tutorial”,2025-11-01T14:11:17Z,23745,1,0,0,1,1,0,0,0,1,1,0,26,0.07692307692307693,0.11538461538461539,english_or_other_latin,0,top-ranked comment; AI mention in comment,"🔥 Thanks for watching! What do you think about using AI tools like this one to create short stories and avatars? 👇 Drop your thoughts below — I love hearing how YOU use AI in your projects! 💡 Don’t forget to LIKE, SUBSCRIBE, and hit that 🔔 bell so you don’t miss future videos on the best AI tools for creators. Let’s build something amazing together. 🚀 #AITools #VideoInu #AICreators #Innovation"
339,4.360650378298996,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,22,1,Tech,UCHLGD4A8GjwGlbxtgo8cvWw,8gGnxaoKYxg,https://www.youtube.com/watch?v=8gGnxaoKYxg,Magic Hour AI… Will It Replace Other AI Tools in 2025? 🤖✨,2025-10-17T23:11:34Z,23769,1,0,0,1,1,0,0,0,1,1,0,26,0.07692307692307693,0.11538461538461539,english_or_other_latin,0,top-ranked comment; AI mention in comment,"So… what do YOU think about Magic Hour AI? 🤔 Do you think it could actually replace some of the other AI tools out there — or is it just another trend that’ll fade away? Personally, I was impressed with how cinematic it makes footage look, but I’m still on the fence about whether it’s ready to take over tools like HeyGen, Kling AI, or Leonardo AI just yet. 🎥 Drop your thoughts below — what’s your favorite AI tool right now? And don’t forget to like, subscribe, and tap that 🔔 so you don’t miss the next AI deep dive! #MagicHourAI #AITools #ContentCreation"
340,4.360650378298996,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,22,1,Tech,UCHLGD4A8GjwGlbxtgo8cvWw,4yTDViexKfs,https://www.youtube.com/watch?v=4yTDViexKfs,“I Tried Leonardo AI Video Generator… Here’s What happened,2025-10-15T00:04:14Z,23771,1,0,0,1,1,0,0,0,1,1,0,26,0.07692307692307693,0.11538461538461539,english_or_other_latin,0,top-ranked comment; AI mention in comment,"What do you think about Leonardo AI? 👀 Honestly, it surprised me with how fast it generates — but those credit limits and short durations still need some work. 💡 If you’ve used it before, let me know how your experience went — did you get clean results on your first try or have to burn through a few credits like me? 😂 💬 Drop your thoughts below, and if you’re into AI tools, camera gear, and creator setups, make sure to subscribe so you don’t miss the next breakdown! 🔔🔥 #AItools #LeonardoAI #ContentCreation"
